File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
Fragkos 等 - 2024 - Analysing the Transformative Changes of Nationally Determined Contributions and Long-Term Targets.pdf,NDC_LTT,C3,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Good 等 - 2015 - Nonlinear regional warming with increasing CO2 concentrations.pdf,abrupt2×CO2,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
Lai和Dzombak - 2021 - Assessing the Effect of Changing Ambient Air Temperature on Water Temperature and Quality in Drinkin.pdf,RCP8.5,SSP5-8.5,N/A (exceeds budget),,excluded,,explicitly missing/unspecified,False
Bateman 等 - 2020 - Risk to North American birds from climate change-related threats.pdf,1.5°C warming scenario,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Aryal 等 - 2023 - INTRAGRO A machine learning approach to predict future growth of trees under climate change.pdf,SSP126,C1,approximately 500 GtCO₂,500.0,unit-bound scalar,,,False
Ayala 等 - 2024 - Climate Change Impacts on Surface Heat Fluxes in a Deep Monomictic Lake.pdf,RCP 2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Anataba Kyorku Dzikunu-Bansah 等 - 2025 - Climate change trends as measured by the Thornthwaite Moisture Index maps for Ghana.pdf,SSP126,C1,400-500 GtCO2,450.0,unit-bound range midpoint,,,False
Anataba Kyorku Dzikunu-Bansah 等 - 2025 - Climate change trends as measured by the Thornthwaite Moisture Index maps for Ghana.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Singh 等 - 2025 - Impact assessment of climate change and adaptation measures through different RCPs scenarios using C.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Singh 等 - 2025 - Impact assessment of climate change and adaptation measures through different RCPs scenarios using C.pdf,RCP 4.5,C5 (RCP equivalent),Not provided,,excluded,,no unambiguous carbon-budget value,False
Dirnaichner 等 - 2022 - Life-cycle impacts from different decarbonization pathways for the European car fleet.pdf,ConvSyn,C4,725.616858484212,725.616858484212,field-only scalar,,,False
Dirnaichner 等 - 2022 - Life-cycle impacts from different decarbonization pathways for the European car fleet.pdf,ElecPush,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Bretschger 等 - 2025 - Boosting Sluggish Climate Policy Endogenous Substitution, Learning, and Energy Efficiency Improveme.pdf",Baseline scenario with 40% target,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Morales-Castilla 等 - 2020 - Diversity buffers winegrowing regions from climate change losses.pdf,+2°C warming,C4,1793.871566014591,1793.871566014591,field-only scalar,,,False
Xing 等 - 2019 - Assessing impacts of climate change on habitat suitability of Coregonus ussuriensis and other.pdf,RCP4.5,C4 (moderate action),≈1200–1400 GtCO₂ from 2020,1300.0,unit-bound range midpoint,≈,,False
Boldizsar 等 - 2025 - Examining the Application Possibilities and Economic Issues of an Alternative Drive Chain in Hungary.pdf,Scenario 2: Changes in Tolls for Battery Electric Trucks in Hungary,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Dunn 等 - 2018 - Projections of historical and 21st century fluvial sediment delivery to the Ganges-Brahmaputra-Meghn.pdf,RCP2.6 + SSP1,C1 (Low),~300-500 Gt CO2,400.0,unit-bound range midpoint,~,,False
An 等 - 2022 - Assessment of Future Drought Index Using SSP Scenario in Rep. of Korea.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhi 等 - 2022 - Effects of Sea Level Rise on Land Use and Ecosystem Services in the Liaohe Delta.pdf,0.5 m SLR,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhi 等 - 2022 - Effects of Sea Level Rise on Land Use and Ecosystem Services in the Liaohe Delta.pdf,1.0 m SLR,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhi 等 - 2022 - Effects of Sea Level Rise on Land Use and Ecosystem Services in the Liaohe Delta.pdf,1.5 m SLR,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhi 等 - 2022 - Effects of Sea Level Rise on Land Use and Ecosystem Services in the Liaohe Delta.pdf,2.0 m SLR,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Goulart 等 - 2023 - Increase of Simultaneous Soybean Failures Due To Climate Change.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Adao 等 - 2023 - Relocation of bioclimatic suitability of Portuguese grapevine varieties under climate change scenari.pdf,RCP4.5,C5 (RCP equivalent),~1000 GtCO₂ from 2020,1000.0,unit-bound scalar,~,,False
"Zhang 等 - 2024 - The climate opportunities and risks of improving building envelopes across 1,677 Chinese cities.pdf",S1 reference SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Zhang 等 - 2024 - The climate opportunities and risks of improving building envelopes across 1,677 Chinese cities.pdf",S4 moderate SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Zhang 等 - 2024 - The climate opportunities and risks of improving building envelopes across 1,677 Chinese cities.pdf",S7 radical SSP1-2.6,C1,~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Alexander 等 - 2023 - Mapping the shared socio-economic pathways onto the Nature Futures Framework at the global scale.pdf,SSP1 with RCP4.5,C6 (CSA),Not specified in paper,,excluded,,no unambiguous carbon-budget value,False
Harmsen 等 - 2020 - Taking some heat off the NDCs The limited potential of additional short-lived climate forcers' miti.pdf,NDC+2degC+SLCF,C4,Not reported in source,,excluded,,no unambiguous carbon-budget value,False
Zhu 等 - 2025 - Rainfall Erosivity Projection in South-East Australia Using the Improved Regional Climate Simulation.pdf,RCP4.5,C3 (RCP equivalent),"~1950 GtCO2 from 2011 (median, likely range)",1950.0,unit-bound scalar,~,,False
Garcia-Valdes 等 - 2015 - Evaluating the combined effects of climate and land-use change on tree species distributions.pdf,Baseline scenario,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Amani-Male 等 - 2022 - A model-based evaluation of farmers' income variability under climate change (case study autumn cro.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Alqahtani 等 - 2025 - Evaluation of ecological consequences on the global distribution of Staphylococcus aureus Ros.pdf,RCP 2.6,C3 (~1.8°C),~400-500 Gt CO2 from 2020,450.0,unit-bound range midpoint,~,,False
Xin和Tao - 2020 - Developing climate-smart agricultural systems in the North China Plain.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Kim 等 - 2017 - Assessing climate change impacts, benefits of mitigation, and uncertainties on major global forest r.pdf",REF,C8a,4631.628201551354,4631.628201551354,field-only scalar,,,False
Alfocea-Roig 等 - 2024 - Life cycle assessment of the climate change impact of magnesium phosphate cements formulated with tu.pdf,SSP2-RCP1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Dantas 等 - 2025 - Projections of extreme weather events according to climate change scenarios and populations at-risk.pdf,SSP2-4.5,C4,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zhao 等 - 2025 - Spatial distribution changes and habitat conservation of medicinal plant diversity in the Yinshan Mo.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Weiss 等 - 2022 - Modeling Coastal Environmental Change and the Tsunami Hazard.pdf,RCP2.6,C1 (Low GHG emissions),500 Gt CO2 from 2020,500.0,unit-bound scalar,,,False
"Atkinson 等 - 2022 - A tool for air pollution scenarios (TAPS v1.0) to enable global, long-term, and flexible study of cl.pdf",Paris Forever,C3a,3766.778545171488,3766.778545171488,field-only scalar,,,False
"Atkinson 等 - 2022 - A tool for air pollution scenarios (TAPS v1.0) to enable global, long-term, and flexible study of cl.pdf",Paris 2°C,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
"Atkinson 等 - 2022 - A tool for air pollution scenarios (TAPS v1.0) to enable global, long-term, and flexible study of cl.pdf",Paris 1.5°C,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
"Zhang和McBean - 2014 - Adaptation Investigations to Respond to Climate Change Projections in Gansu Province, Northern China.pdf",A2,C2: return warming to 1.5°C (>50%) after a high overshoot,102.7723603383973,102.7723603383973,field-only scalar,,,False
"Zhang和McBean - 2014 - Adaptation Investigations to Respond to Climate Change Projections in Gansu Province, Northern China.pdf",B1,C3: limit warming to 2°C (>67%),652.4725285661066,652.4725285661066,field-only scalar,,,False
"Lei 等 - 2016 - Potential effects of future climate change on suitable habitat of Muntiacus crinifrons, an en.pdf",RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Bas 等 - 2024 - Fish and tips Historical and projected changes in commercial fish species' habitat suitability in t.pdf,SSP1–2.6,C1,~400-500 Gt CO₂,450.0,unit-bound range midpoint,~,,False
Yang和Yang - 2021 - Exploration of the dynamic water resource carrying capacity of the Keriya River Basin on the souther.pdf,RCP2.6,C1 (RCP equivalent),~1000 Gt CO2,1000.0,unit-bound scalar,~,,False
Segurado 等 - 2016 - Sensitivity of river fishes to climate change The role of hydrological stressors on habitat range s.pdf,RCP8.5,C8 (High GHG emissions),>3000 GtCO2 from 2020,3000.0,unit-bound scalar,>,,False
Matsumoto - 2019 - Climate change impacts on socioeconomic activities through labor productivity changes considering in.pdf,2°C scenario (S2) aimed at controlling emissions to limit global warming to 2°C by 2100,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
Achour和Kalboussi - 2020 - Modelling and mapping the current and future potential habitats of the Algero-Tunisian endemic newt.pdf,RCP2.6,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Li和Huang - 2022 - Multi-Directional Rather Than Unidirectional Northward-Dominant Range Shifts Predicted under Climate.pdf,RCP2.6,C1 (Below 1.5°C),~1000 Gt CO2,1000.0,unit-bound scalar,~,,False
Li和Huang - 2022 - Multi-Directional Rather Than Unidirectional Northward-Dominant Range Shifts Predicted under Climate.pdf,RCP8.5,SSP5-8.5,~4000 GtCO₂ from 2020,4000.0,unit-bound scalar,~,,False
Wolfram 等 - 2016 - Carbon footprint scenarios for renewable electricity in Australia.pdf,Business-as-Usual (BAU) Scenario for Electricity Demand in Australia,C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
Wolfram 等 - 2016 - Carbon footprint scenarios for renewable electricity in Australia.pdf,Scenario S2: 96% Renewable Electricity Supply,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
"Lane 等 - 2015 - Climate change impacts on freshwater fish, coral reefs, and related ecosystem services in the United.pdf",REF,C7,4631.628 GtCO₂,4631.628,unit-bound scalar,,,False
Al-Bakri 等 - 2021 - Assessment of Climate Changes and Their Impact on Barley Yield in Mediterranean Environment Using NE.pdf,RCP8.5,C8,~7000 GtCO₂ from 2015-2100,7000.0,unit-bound scalar,~,,False
Fonseca 等 - 2021 - Climate-Induced Tradeoffs in Planning and Operating Costs of a Regional Electricity System.pdf,planforCC/CCeffects,C3,~3000 GtCO₂ from 2015,3000.0,unit-bound scalar,~,,False
Xia 等 - 2023 - Spatio-temporal changes of hydrothermal conditions and suitable habitat of Citrus medica L. var. sar.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Rohat 等 - 2021 - Assessing urban heat-related adaptation strategies under multiple futures for a major US city.pdf,H-SSP5*RCP8.5,SSP5-8.5,3700 Gt CO₂,3700.0,unit-bound scalar,,,False
Shaw和Miyawaki - 2024 - Fast upper-level jet stream winds get faster under climate change.pdf,SSP2-4.5,C2,1150-1350 GtCO₂ from 2020,1250.0,unit-bound range midpoint,,,False
Munoz-Mas 等 - 2018 - Combining literature-based and data-driven fuzzy models to predict brown trout (Salmo trutta.pdf,RCP4.5,C3 (Below 3°C),1200-1400 GtCO₂ from 2020,1300.0,unit-bound range midpoint,,,False
"Mosammam 等 - 2016 - Analyzing the potential impacts of climate change on rainfed wheat production in Hamedan Province, I.pdf",SRES A1FI,not_applicable,not_applicable,,excluded,,no unambiguous carbon-budget value,False
Burke 等 - 2018 - Large potential reduction in economic damages under UN mitigation targets.pdf,RCP2.6,C1 (Below 1.5 °C),~500 Gt CO2,500.0,unit-bound scalar,~,,False
Kozarcanin 等 - 2019 - 21st Century Climate Change Impacts on Key Properties of a Large-Scale Renewable-Based Electricity S.pdf,RCP2.6,C1.2,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zeydalinejad 等 - 2025 - Evaluating climate change impacts on snow cover and karst spring discharge in a data-scarce region.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Han和Bocchiola - 2025 - Analysis of future climate variability under CMIP6 scenarios based on a downscaling method consideri.pdf,SSP126,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Han和Bocchiola - 2025 - Analysis of future climate variability under CMIP6 scenarios based on a downscaling method consideri.pdf,SSP245,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Adnan 等 - 2021 - Prediction of changes in water balance of Nam Co Lake under projected climate change scenarios.pdf,RCP4.5 - Projected climate change impacts on Nam Co Lake,SSP2-4.5,~1200-1400 GtCO₂ from 2020 (standard RCP4.5 value),1300.0,unit-bound range midpoint,~,,False
Zhang 等 - 2016 - Numerical modeling and prediction of future response of permafrost to different climate change scena.pdf,RCP2.6,SSP1-2.6 (analogous to RCP2.6),~500 Gt CO2,500.0,unit-bound scalar,~,,False
Kassahun 等 - 2024 - Assessing the current and future trends of climate extremes at Zarima subbasin North Western Ethiopi.pdf,RCP8.5,C8 (RCP equivalent),Not applicable (no budget constraint),,excluded,,no unambiguous carbon-budget value,False
Zhang 等 - 2025 - Temperature-driven cotton verticillium wilt a beta model for risk assessment from laboratory insigh.pdf,SSP1-2.6,C1,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Kallas 等 - 2025 - Modeling the Hydrological Regime of Litani River Basin in Lebanon for the Period 2009-2019 and Asses.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Palacios-Abrantes 等 - 2025 - Climate change drives shifts in straddling fish stocks in the world's ocean.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Lorenz 等 - 2013 - How Important is Vegetation Phenology for European Climate and Heat Waves.pdf,Soil Moisture Dynamics (SM),C7: limit warming to 4°C (>50%),4612.484632266418,4612.484632266418,field-only scalar,,,False
Li 等 - 2023 - Modeling Ecological Resilience of Alpine Forest under Climate Change in Western Sichuan.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Parkpoom和Harrison - 2008 - Analyzing the impact of climate change on future electricity demand in Thailand.pdf,SRES A1,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
"Xiong 等 - 2010 - Climate change, water availability and future cereal production in China.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Xiong 等 - 2010 - Climate change, water availability and future cereal production in China.pdf",B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
McKay 等 - 2021 - Resolving ecological feedbacks on the ocean carbon sink in Earth system models.pdf,RCP4.5,RCP4.5,~1350 Gt CO₂,1350.0,unit-bound scalar,~,,False
Gagne 等 - 2015 - Impact of aerosol emission controls on future Arctic sea ice cover.pdf,RCP2.6,C1 (RCP/SSP1-2.6 equivalent),~300 Gt CO2 from 2020,300.0,unit-bound scalar,~,,False
Zhang 等 - 2023 - Enhancing daily streamflow simulation using the coupled SWAT-BiLSTM approach for climate change impa.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
